po_id,order_date,supplier_id,material_id,plant_id,order_qty,unit_of_measure,unit_price_usd,po_value_usd,promised_delivery_date,po_status
PO-1495,2025-12-14,SUP-010,MAT-103,PLT-01,466,MT,49.6,23113.6,2026-01-13,Closed
PO-1496,2025-12-01,SUP-010,MAT-103,PLT-06,350,MT,49.53,17335.5,2025-12-26,Closed
PO-1497,2025-12-11,SUP-011,MAT-105,PLT-03,437,MT,32.25,14093.25,2025-12-28,Closed
PO-1498,2025-12-14,SUP-011,MAT-105,PLT-06,527,MT,32.31,17027.37,2026-01-10,Closed
PO-1499,2025-12-09,SUP-011,MAT-105,PLT-05,421,MT,32.17,13543.57,2025-12-26,Closed
PO-1500,2025-12-05,SUP-012,MAT-110,PLT-05,1039,KG,7.95,8260.05,2025-12-24,Closed
PO-1501,2025-12-03,SUP-012,MAT-109,PLT-01,764,EA,22.03,16830.92,2025-12-18,Closed
PO-1502,2025-12-16,SUP-013,MAT-101,PLT-05,483,MT,59.55,28762.65,2026-01-14,Closed
PO-1503,2025-12-10,SUP-013,MAT-101,PLT-06,571,MT,59.92,34214.32,2025-12-22,Closed
PO-1504,2025-12-11,SUP-013,MAT-101,PLT-02,194,MT,59.93,11626.42,2026-01-07,Closed
PO-1505,2025-12-03,SUP-014,MAT-104,PLT-05,107,MT,42.27,4522.89,2025-12-28,Closed
PO-1506,2025-12-04,SUP-014,MAT-104,PLT-03,188,MT,41.65,7830.2,2025-12-17,Closed
PO-1507,2025-12-17,SUP-014,MAT-104,PLT-04,463,MT,42.01,19450.63,2026-01-11,Closed
