inspection_id,grn_id,supplier_id,material_id,plant_id,inspection_date,inspected_qty,defect_qty,defect_ppm,defect_category
INS-90592,GRN-5312,SUP-007,MAT-101,PLT-05,2025-08-31,30,0,2287,None
INS-90593,GRN-5312,SUP-007,MAT-101,PLT-05,2025-08-31,32,0,1460,None
INS-90594,GRN-5313,SUP-008,MAT-106,PLT-06,2025-08-27,217,0,860,None
INS-90595,GRN-5313,SUP-008,MAT-106,PLT-06,2025-08-27,217,0,1046,None
INS-90596,GRN-5314,SUP-008,MAT-106,PLT-06,2025-09-09,56,0,773,None
INS-90597,GRN-5314,SUP-008,MAT-106,PLT-06,2025-09-09,56,0,1591,None
INS-90598,GRN-5314,SUP-008,MAT-106,PLT-06,2025-09-09,56,0,954,None
INS-90599,GRN-5315,SUP-008,MAT-106,PLT-01,2025-09-09,39,0,1079,None
INS-90600,GRN-5315,SUP-008,MAT-106,PLT-01,2025-09-09,39,0,1673,None
INS-90601,GRN-5315,SUP-008,MAT-106,PLT-01,2025-09-09,41,0,1340,None
INS-90602,GRN-5316,SUP-009,MAT-108,PLT-03,2025-09-04,423,2,5206,Moisture
INS-90603,GRN-5317,SUP-009,MAT-108,PLT-06,2025-09-11,1355,4,3273,Oversize Particles
INS-90604,GRN-5318,SUP-009,MAT-108,PLT-02,2025-09-09,269,0,3598,None
INS-90605,GRN-5318,SUP-009,MAT-108,PLT-02,2025-09-09,269,1,6880,Oversize Particles
INS-90606,GRN-5318,SUP-009,MAT-108,PLT-02,2025-09-09,269,0,3326,None
INS-90607,GRN-5319,SUP-009,MAT-107,PLT-05,2025-09-05,675,3,5698,Oversize Particles
INS-90608,GRN-5319,SUP-009,MAT-107,PLT-05,2025-09-05,675,4,6864,Bubble/Seed
INS-90609,GRN-5320,SUP-010,MAT-103,PLT-04,2025-09-11,560,0,1595,None
INS-90610,GRN-5321,SUP-010,MAT-103,PLT-05,2025-09-17,192,0,1409,None
INS-90611,GRN-5321,SUP-010,MAT-103,PLT-05,2025-09-17,192,0,1818,None
INS-90612,GRN-5321,SUP-010,MAT-103,PLT-05,2025-09-17,192,0,1386,None
INS-90613,GRN-5322,SUP-010,MAT-103,PLT-03,2025-09-07,273,0,2472,None
INS-90614,GRN-5322,SUP-010,MAT-103,PLT-03,2025-09-07,273,0,405,None
INS-90615,GRN-5323,SUP-011,MAT-105,PLT-01,2025-09-03,39,0,7697,None
INS-90616,GRN-5323,SUP-011,MAT-105,PLT-01,2025-09-03,39,0,4100,None
INS-90617,GRN-5323,SUP-011,MAT-105,PLT-01,2025-09-03,41,0,2901,None
INS-90618,GRN-5324,SUP-011,MAT-105,PLT-02,2025-08-27,72,0,4466,None
INS-90619,GRN-5324,SUP-011,MAT-105,PLT-02,2025-08-27,72,0,5863,None
INS-90620,GRN-5324,SUP-011,MAT-105,PLT-02,2025-08-27,74,0,6684,None
INS-90621,GRN-5325,SUP-011,MAT-105,PLT-03,2025-09-20,104,0,6830,None
INS-90622,GRN-5325,SUP-011,MAT-105,PLT-03,2025-09-20,104,0,7660,None
INS-90623,GRN-5325,SUP-011,MAT-105,PLT-03,2025-09-20,104,0,2959,None
INS-90624,GRN-5326,SUP-012,MAT-110,PLT-05,2025-09-06,1467,0,536,None
INS-90625,GRN-5327,SUP-012,MAT-109,PLT-04,2025-08-31,296,0,606,None
INS-90626,GRN-5327,SUP-012,MAT-109,PLT-04,2025-08-31,297,0,376,None
INS-90627,GRN-5328,SUP-012,MAT-109,PLT-04,2025-09-02,295,0,583,None
INS-90628,GRN-5328,SUP-012,MAT-109,PLT-04,2025-09-02,296,0,433,None
INS-90629,GRN-5329,SUP-013,MAT-101,PLT-02,2025-09-16,196,1,5974,Off-spec Chemistry
INS-90630,GRN-5329,SUP-013,MAT-101,PLT-02,2025-09-16,196,1,5867,Contamination
INS-90631,GRN-5329,SUP-013,MAT-101,PLT-02,2025-09-16,197,0,2922,None
INS-90632,GRN-5330,SUP-013,MAT-101,PLT-02,2025-09-05,215,0,3911,None
INS-90633,GRN-5330,SUP-013,MAT-101,PLT-02,2025-09-05,215,0,3024,None
INS-90634,GRN-5331,SUP-013,MAT-101,PLT-01,2025-08-30,170,0,2768,None
INS-90635,GRN-5331,SUP-013,MAT-101,PLT-01,2025-08-30,170,0,4399,None
INS-90636,GRN-5331,SUP-013,MAT-101,PLT-01,2025-08-30,172,0,5006,None
INS-90637,GRN-5332,SUP-013,MAT-101,PLT-01,2025-09-17,63,0,3105,None
INS-90638,GRN-5332,SUP-013,MAT-101,PLT-01,2025-09-17,63,0,7139,None
INS-90639,GRN-5332,SUP-013,MAT-101,PLT-01,2025-09-17,65,0,1357,None
INS-90640,GRN-5333,SUP-014,MAT-104,PLT-03,2025-09-07,90,0,688,None
INS-90641,GRN-5333,SUP-014,MAT-104,PLT-03,2025-09-07,90,0,544,None
INS-90642,GRN-5333,SUP-014,MAT-104,PLT-03,2025-09-07,91,0,461,None
INS-90643,GRN-5334,SUP-014,MAT-104,PLT-04,2025-08-30,93,0,416,None
INS-90644,GRN-5334,SUP-014,MAT-104,PLT-04,2025-08-30,94,0,340,None
INS-90645,GRN-5335,SUP-001,MAT-101,PLT-04,2025-09-29,259,0,151,None
INS-90646,GRN-5335,SUP-001,MAT-101,PLT-04,2025-09-29,259,0,138,None
INS-90647,GRN-5336,SUP-001,MAT-101,PLT-06,2025-10-13,143,0,138,None
INS-90648,GRN-5336,SUP-001,MAT-101,PLT-06,2025-10-13,144,0,125,None
INS-90649,GRN-5337,SUP-001,MAT-101,PLT-06,2025-10-16,106,0,155,None
INS-90650,GRN-5337,SUP-001,MAT-101,PLT-06,2025-10-16,106,0,114,None
INS-90651,GRN-5337,SUP-001,MAT-101,PLT-06,2025-10-16,106,0,88,None
INS-90652,GRN-5338,SUP-002,MAT-102,PLT-02,2025-09-21,84,0,105,None
INS-90653,GRN-5339,SUP-002,MAT-102,PLT-04,2025-10-05,159,0,127,None
INS-90654,GRN-5339,SUP-002,MAT-102,PLT-04,2025-10-05,159,0,168,None
INS-90655,GRN-5339,SUP-002,MAT-102,PLT-04,2025-10-05,160,0,105,None
INS-90656,GRN-5340,SUP-002,MAT-102,PLT-05,2025-10-08,230,0,46,None
INS-90657,GRN-5340,SUP-002,MAT-102,PLT-05,2025-10-08,230,0,132,None
INS-90658,GRN-5341,SUP-003,MAT-103,PLT-06,2025-09-26,88,0,452,None
INS-90659,GRN-5341,SUP-003,MAT-103,PLT-06,2025-09-26,88,0,201,None
INS-90660,GRN-5341,SUP-003,MAT-103,PLT-06,2025-09-26,90,0,505,None
INS-90661,GRN-5342,SUP-003,MAT-103,PLT-04,2025-09-28,450,0,409,None
INS-90662,GRN-5343,SUP-003,MAT-103,PLT-05,2025-10-03,442,0,420,None
INS-90663,GRN-5344,SUP-003,MAT-103,PLT-02,2025-09-24,167,0,498,None
INS-90664,GRN-5344,SUP-003,MAT-103,PLT-02,2025-09-24,167,0,534,None
INS-90665,GRN-5344,SUP-003,MAT-103,PLT-02,2025-09-24,169,0,580,None
INS-90666,GRN-5345,SUP-004,MAT-104,PLT-04,2025-09-18,165,0,683,None
INS-90667,GRN-5345,SUP-004,MAT-104,PLT-04,2025-09-18,165,0,411,None
INS-90668,GRN-5345,SUP-004,MAT-104,PLT-04,2025-09-18,165,0,81,None
INS-90669,GRN-5346,SUP-004,MAT-104,PLT-03,2025-09-29,156,0,234,None
INS-90670,GRN-5346,SUP-004,MAT-104,PLT-03,2025-09-29,156,0,402,None
INS-90671,GRN-5347,SUP-004,MAT-104,PLT-01,2025-10-13,189,0,259,None
INS-90672,GRN-5347,SUP-004,MAT-104,PLT-01,2025-10-13,189,0,550,None
INS-90673,GRN-5347,SUP-004,MAT-104,PLT-01,2025-10-13,191,0,369,None
INS-90674,GRN-5348,SUP-004,MAT-104,PLT-06,2025-09-23,582,0,341,None
INS-90675,GRN-5349,SUP-005,MAT-105,PLT-02,2025-10-02,155,0,2048,None
INS-90676,GRN-5350,SUP-005,MAT-105,PLT-06,2025-10-20,48,0,1942,None
INS-90677,GRN-5350,SUP-005,MAT-105,PLT-06,2025-10-20,48,0,1306,None
INS-90678,GRN-5351,SUP-005,MAT-105,PLT-06,2025-10-12,159,0,850,None
INS-90679,GRN-5351,SUP-005,MAT-105,PLT-06,2025-10-12,159,0,1557,None
INS-90680,GRN-5351,SUP-005,MAT-105,PLT-06,2025-10-12,161,0,2197,None
INS-90681,GRN-5352,SUP-005,MAT-105,PLT-03,2025-10-24,195,0,1664,None
INS-90682,GRN-5352,SUP-005,MAT-105,PLT-03,2025-10-24,195,0,2323,None
INS-90683,GRN-5353,SUP-006,MAT-102,PLT-03,2025-10-14,150,0,314,None
INS-90684,GRN-5353,SUP-006,MAT-102,PLT-03,2025-10-14,150,0,494,None
INS-90685,GRN-5354,SUP-006,MAT-102,PLT-04,2025-10-02,44,0,507,None
INS-90686,GRN-5354,SUP-006,MAT-102,PLT-04,2025-10-02,44,0,441,None
INS-90687,GRN-5355,SUP-007,MAT-101,PLT-04,2025-10-07,71,0,1255,None
INS-90688,GRN-5355,SUP-007,MAT-101,PLT-04,2025-10-07,71,0,694,None
INS-90689,GRN-5355,SUP-007,MAT-101,PLT-04,2025-10-07,72,0,512,None
INS-90690,GRN-5356,SUP-007,MAT-101,PLT-04,2025-10-07,223,0,1000,None
INS-90691,GRN-5357,SUP-007,MAT-101,PLT-02,2025-10-03,155,0,1973,None
INS-90692,GRN-5357,SUP-007,MAT-101,PLT-02,2025-10-03,155,0,2386,None
INS-90693,GRN-5357,SUP-007,MAT-101,PLT-02,2025-10-03,155,0,2352,None
INS-90694,GRN-5358,SUP-007,MAT-101,PLT-04,2025-09-29,54,0,1981,None
INS-90695,GRN-5358,SUP-007,MAT-101,PLT-04,2025-09-29,55,0,1899,None
INS-90696,GRN-5359,SUP-008,MAT-106,PLT-06,2025-10-04,117,0,838,None
INS-90697,GRN-5359,SUP-008,MAT-106,PLT-06,2025-10-04,118,0,937,None
INS-90698,GRN-5360,SUP-008,MAT-106,PLT-04,2025-09-25,487,1,2503,Oversize Particles
INS-90699,GRN-5361,SUP-009,MAT-108,PLT-06,2025-09-19,502,3,6267,Moisture
INS-90700,GRN-5362,SUP-009,MAT-108,PLT-06,2025-10-08,431,1,3964,Packaging Damage
INS-90701,GRN-5362,SUP-009,MAT-108,PLT-06,2025-10-08,431,1,3280,Oversize Particles
INS-90702,GRN-5363,SUP-009,MAT-107,PLT-06,2025-10-06,293,1,6770,Packaging Damage
INS-90703,GRN-5363,SUP-009,MAT-107,PLT-06,2025-10-06,293,0,3260,None
INS-90704,GRN-5363,SUP-009,MAT-107,PLT-06,2025-10-06,294,2,7077,Off-spec Chemistry
INS-90705,GRN-5364,SUP-010,MAT-103,PLT-06,2025-10-02,89,0,2244,None
INS-90706,GRN-5364,SUP-010,MAT-103,PLT-06,2025-10-02,89,0,665,None
INS-90707,GRN-5364,SUP-010,MAT-103,PLT-06,2025-10-02,91,0,770,None
INS-90708,GRN-5365,SUP-010,MAT-103,PLT-01,2025-10-02,141,0,1187,None
INS-90709,GRN-5365,SUP-010,MAT-103,PLT-01,2025-10-02,141,0,1436,None
INS-90710,GRN-5365,SUP-010,MAT-103,PLT-01,2025-10-02,141,0,446,None
INS-90711,GRN-5366,SUP-010,MAT-103,PLT-04,2025-10-14,405,0,1909,None
INS-90712,GRN-5367,SUP-011,MAT-105,PLT-06,2025-10-03,60,0,3750,None
INS-90713,GRN-5367,SUP-011,MAT-105,PLT-06,2025-10-03,60,0,6556,None
INS-90714,GRN-5367,SUP-011,MAT-105,PLT-06,2025-10-03,61,0,5387,None
INS-90715,GRN-5368,SUP-011,MAT-105,PLT-03,2025-10-03,93,0,4759,None
INS-90716,GRN-5368,SUP-011,MAT-105,PLT-03,2025-10-03,93,0,5541,None
INS-90717,GRN-5368,SUP-011,MAT-105,PLT-03,2025-10-03,93,0,5438,None
INS-90718,GRN-5369,SUP-011,MAT-105,PLT-02,2025-09-29,168,0,4498,None
INS-90719,GRN-5369,SUP-011,MAT-105,PLT-02,2025-09-29,168,0,5379,None
INS-90720,GRN-5369,SUP-011,MAT-105,PLT-02,2025-09-29,170,1,6961,Packaging Damage
INS-90721,GRN-5370,SUP-011,MAT-105,PLT-03,2025-10-08,219,1,5113,Off-spec Chemistry
INS-90722,GRN-5370,SUP-011,MAT-105,PLT-03,2025-10-08,219,1,6174,Oversize Particles
INS-90723,GRN-5371,SUP-012,MAT-110,PLT-04,2025-09-29,512,0,118,None
INS-90724,GRN-5372,SUP-012,MAT-109,PLT-06,2025-10-10,64,0,799,None
INS-90725,GRN-5372,SUP-012,MAT-109,PLT-06,2025-10-10,64,0,699,None
INS-90726,GRN-5372,SUP-012,MAT-109,PLT-06,2025-10-10,64,0,358,None
INS-90727,GRN-5373,SUP-012,MAT-109,PLT-02,2025-10-02,749,0,526,None
INS-90728,GRN-5374,SUP-012,MAT-110,PLT-01,2025-09-17,701,0,303,None
INS-90729,GRN-5375,SUP-013,MAT-101,PLT-04,2025-09-28,362,0,1454,None
INS-90730,GRN-5376,SUP-013,MAT-101,PLT-01,2025-10-03,119,0,5237,None
INS-90731,GRN-5376,SUP-013,MAT-101,PLT-01,2025-10-03,119,0,2838,None
INS-90732,GRN-5376,SUP-013,MAT-101,PLT-01,2025-10-03,119,0,6779,None
INS-90733,GRN-5377,SUP-013,MAT-101,PLT-02,2025-09-29,84,0,5113,None
INS-90734,GRN-5377,SUP-013,MAT-101,PLT-02,2025-09-29,85,0,5594,None
INS-90735,GRN-5378,SUP-013,MAT-101,PLT-01,2025-09-25,102,0,4506,None
INS-90736,GRN-5378,SUP-013,MAT-101,PLT-01,2025-09-25,102,0,3002,None
INS-90737,GRN-5378,SUP-013,MAT-101,PLT-01,2025-09-25,104,0,2675,None
INS-90738,GRN-5379,SUP-014,MAT-104,PLT-02,2025-10-09,112,0,690,None
INS-90739,GRN-5379,SUP-014,MAT-104,PLT-02,2025-10-09,112,0,517,None
INS-90740,GRN-5379,SUP-014,MAT-104,PLT-02,2025-10-09,114,0,515,None
INS-90741,GRN-5380,SUP-014,MAT-104,PLT-02,2025-09-23,275,0,532,None
INS-90742,GRN-5381,SUP-014,MAT-104,PLT-06,2025-10-21,491,0,434,None
INS-90743,GRN-5382,SUP-001,MAT-101,PLT-05,2025-10-26,44,0,98,None
INS-90744,GRN-5382,SUP-001,MAT-101,PLT-05,2025-10-26,44,0,96,None
INS-90745,GRN-5382,SUP-001,MAT-101,PLT-05,2025-10-26,44,0,97,None
INS-90746,GRN-5383,SUP-001,MAT-101,PLT-06,2025-10-25,428,0,114,None
INS-90747,GRN-5384,SUP-001,MAT-101,PLT-03,2025-10-28,71,0,127,None
INS-90748,GRN-5384,SUP-001,MAT-101,PLT-03,2025-10-28,71,0,63,None
INS-90749,GRN-5384,SUP-001,MAT-101,PLT-03,2025-10-28,73,0,102,None
INS-90750,GRN-5385,SUP-001,MAT-101,PLT-03,2025-11-08,143,0,125,None
INS-90751,GRN-5385,SUP-001,MAT-101,PLT-03,2025-11-08,144,0,89,None
INS-90752,GRN-5386,SUP-002,MAT-102,PLT-06,2025-11-02,506,0,66,None
INS-90753,GRN-5387,SUP-002,MAT-102,PLT-04,2025-11-02,129,0,122,None
INS-90754,GRN-5387,SUP-002,MAT-102,PLT-04,2025-11-02,129,0,140,None
INS-90755,GRN-5388,SUP-002,MAT-102,PLT-06,2025-11-20,508,0,154,None
INS-90756,GRN-5389,SUP-002,MAT-102,PLT-05,2025-11-08,96,0,117,None
INS-90757,GRN-5389,SUP-002,MAT-102,PLT-05,2025-11-08,97,0,116,None
INS-90758,GRN-5390,SUP-003,MAT-103,PLT-03,2025-10-29,519,0,726,None
INS-90759,GRN-5391,SUP-003,MAT-103,PLT-02,2025-10-28,68,0,292,None
INS-90760,GRN-5391,SUP-003,MAT-103,PLT-02,2025-10-28,68,0,405,None
INS-90761,GRN-5391,SUP-003,MAT-103,PLT-02,2025-10-28,70,0,665,None
INS-90762,GRN-5392,SUP-004,MAT-104,PLT-03,2025-11-07,143,0,265,None
INS-90763,GRN-5392,SUP-004,MAT-104,PLT-03,2025-11-07,143,0,282,None
INS-90764,GRN-5392,SUP-004,MAT-104,PLT-03,2025-11-07,145,0,337,None
INS-90765,GRN-5393,SUP-004,MAT-104,PLT-03,2025-10-26,382,0,364,None
INS-90766,GRN-5394,SUP-004,MAT-104,PLT-05,2025-11-04,169,0,689,None
INS-90767,GRN-5395,SUP-004,MAT-104,PLT-04,2025-11-14,68,0,309,None
INS-90768,GRN-5395,SUP-004,MAT-104,PLT-04,2025-11-14,69,0,440,None
INS-90769,GRN-5396,SUP-005,MAT-105,PLT-01,2025-11-07,423,0,2035,None
INS-90770,GRN-5397,SUP-005,MAT-105,PLT-03,2025-11-06,34,0,724,None
INS-90771,GRN-5397,SUP-005,MAT-105,PLT-03,2025-11-06,34,0,911,None
INS-90772,GRN-5397,SUP-005,MAT-105,PLT-03,2025-11-06,36,0,440,None
INS-90773,GRN-5398,SUP-005,MAT-105,PLT-05,2025-10-27,50,0,1122,None
INS-90774,GRN-5398,SUP-005,MAT-105,PLT-05,2025-10-27,50,0,679,None
INS-90775,GRN-5399,SUP-006,MAT-102,PLT-04,2025-10-31,270,0,433,None
INS-90776,GRN-5400,SUP-006,MAT-102,PLT-04,2025-10-26,52,0,607,None
INS-90777,GRN-5400,SUP-006,MAT-102,PLT-04,2025-10-26,52,0,406,None
INS-90778,GRN-5400,SUP-006,MAT-102,PLT-04,2025-10-26,54,0,521,None
INS-90779,GRN-5401,SUP-007,MAT-101,PLT-05,2025-11-09,196,0,1196,None
INS-90780,GRN-5401,SUP-007,MAT-101,PLT-05,2025-11-09,196,0,2136,None
INS-90781,GRN-5401,SUP-007,MAT-101,PLT-05,2025-11-09,196,0,1752,None
INS-90782,GRN-5402,SUP-007,MAT-101,PLT-05,2025-11-06,76,0,1700,None
INS-90783,GRN-5402,SUP-007,MAT-101,PLT-05,2025-11-06,76,0,1068,None
INS-90784,GRN-5402,SUP-007,MAT-101,PLT-05,2025-11-06,78,0,1778,None
INS-90785,GRN-5403,SUP-007,MAT-101,PLT-02,2025-11-07,151,0,2351,None
INS-90786,GRN-5403,SUP-007,MAT-101,PLT-02,2025-11-07,151,0,1505,None
INS-90787,GRN-5403,SUP-007,MAT-101,PLT-02,2025-11-07,152,0,1382,None
INS-90788,GRN-5404,SUP-007,MAT-101,PLT-06,2025-10-22,111,0,708,None
INS-90789,GRN-5404,SUP-007,MAT-101,PLT-06,2025-10-22,112,0,892,None
INS-90790,GRN-5405,SUP-008,MAT-106,PLT-06,2025-11-08,311,0,1274,None
INS-90791,GRN-5406,SUP-008,MAT-106,PLT-01,2025-10-30,77,0,1963,None
INS-90792,GRN-5406,SUP-008,MAT-106,PLT-01,2025-10-30,77,0,1432,None
INS-90793,GRN-5406,SUP-008,MAT-106,PLT-01,2025-10-30,77,0,1678,None
INS-90794,GRN-5407,SUP-009,MAT-108,PLT-03,2025-10-25,189,1,5729,Packaging Damage
INS-90795,GRN-5407,SUP-009,MAT-108,PLT-03,2025-10-25,189,0,4182,None
INS-90796,GRN-5408,SUP-009,MAT-107,PLT-03,2025-11-08,663,4,7192,Bubble/Seed
INS-90797,GRN-5409,SUP-009,MAT-107,PLT-01,2025-11-24,423,2,6576,Moisture
INS-90798,GRN-5410,SUP-009,MAT-108,PLT-04,2025-11-08,305,1,6474,Oversize Particles
INS-90799,GRN-5410,SUP-009,MAT-108,PLT-04,2025-11-08,305,1,3574,Packaging Damage
INS-90800,GRN-5410,SUP-009,MAT-108,PLT-04,2025-11-08,307,1,4651,Contamination
INS-90801,GRN-5411,SUP-010,MAT-103,PLT-04,2025-10-29,413,0,1568,None
INS-90802,GRN-5412,SUP-010,MAT-103,PLT-01,2025-10-28,93,0,2151,None
INS-90803,GRN-5413,SUP-010,MAT-103,PLT-05,2025-11-06,385,0,1316,None
INS-90804,GRN-5414,SUP-011,MAT-105,PLT-02,2025-11-03,469,1,2432,Bubble/Seed
INS-90805,GRN-5415,SUP-011,MAT-105,PLT-03,2025-11-03,132,0,4113,None
INS-90806,GRN-5415,SUP-011,MAT-105,PLT-03,2025-11-03,132,0,3128,None
INS-90807,GRN-5415,SUP-011,MAT-105,PLT-03,2025-11-03,133,0,4495,None
INS-90808,GRN-5416,SUP-011,MAT-105,PLT-04,2025-10-21,102,0,4366,None
INS-90809,GRN-5416,SUP-011,MAT-105,PLT-04,2025-10-21,102,0,4164,None
INS-90810,GRN-5417,SUP-011,MAT-105,PLT-02,2025-11-15,183,0,5134,None
INS-90811,GRN-5417,SUP-011,MAT-105,PLT-02,2025-11-15,183,0,5079,None
INS-90812,GRN-5417,SUP-011,MAT-105,PLT-02,2025-11-15,185,1,5983,Packaging Damage
INS-90813,GRN-5418,SUP-012,MAT-110,PLT-02,2025-10-26,223,0,626,None
INS-90814,GRN-5418,SUP-012,MAT-110,PLT-02,2025-10-26,224,0,611,None
INS-90815,GRN-5419,SUP-012,MAT-109,PLT-05,2025-10-31,176,0,404,None
INS-90816,GRN-5419,SUP-012,MAT-109,PLT-05,2025-10-31,176,0,326,None
INS-90817,GRN-5419,SUP-012,MAT-109,PLT-05,2025-10-31,178,0,330,None
INS-90818,GRN-5420,SUP-012,MAT-109,PLT-03,2025-11-09,633,0,283,None
INS-90819,GRN-5421,SUP-013,MAT-101,PLT-01,2025-11-05,143,0,3021,None
INS-90820,GRN-5421,SUP-013,MAT-101,PLT-01,2025-11-05,143,0,5614,None
INS-90821,GRN-5422,SUP-013,MAT-101,PLT-05,2025-11-06,400,1,4014,Moisture
INS-90822,GRN-5423,SUP-013,MAT-101,PLT-02,2025-10-28,121,0,2754,None
INS-90823,GRN-5423,SUP-013,MAT-101,PLT-02,2025-10-28,122,0,5067,None
INS-90824,GRN-5424,SUP-014,MAT-104,PLT-02,2025-10-31,89,0,475,None
INS-90825,GRN-5425,SUP-014,MAT-104,PLT-06,2025-11-02,96,0,261,None
INS-90826,GRN-5425,SUP-014,MAT-104,PLT-06,2025-11-02,96,0,389,None
INS-90827,GRN-5425,SUP-014,MAT-104,PLT-06,2025-11-02,98,0,430,None
INS-90828,GRN-5426,SUP-014,MAT-104,PLT-05,2025-11-03,149,0,697,None
INS-90829,GRN-5426,SUP-014,MAT-104,PLT-05,2025-11-03,149,0,429,None
INS-90830,GRN-5427,SUP-014,MAT-104,PLT-03,2025-10-27,246,0,747,None
INS-90831,GRN-5427,SUP-014,MAT-104,PLT-03,2025-10-27,246,0,557,None
INS-90832,GRN-5428,SUP-001,MAT-101,PLT-02,2025-12-04,56,0,152,None
INS-90833,GRN-5428,SUP-001,MAT-101,PLT-02,2025-12-04,56,0,200,None
INS-90834,GRN-5428,SUP-001,MAT-101,PLT-02,2025-12-04,57,0,125,None
INS-90835,GRN-5429,SUP-001,MAT-101,PLT-06,2025-11-15,181,0,149,None
INS-90836,GRN-5429,SUP-001,MAT-101,PLT-06,2025-11-15,182,0,125,None
INS-90837,GRN-5430,SUP-001,MAT-101,PLT-03,2025-12-06,76,0,88,None
INS-90838,GRN-5430,SUP-001,MAT-101,PLT-03,2025-12-06,77,0,97,None
INS-90839,GRN-5431,SUP-002,MAT-102,PLT-01,2025-11-22,104,0,108,None
INS-90840,GRN-5431,SUP-002,MAT-102,PLT-01,2025-11-22,105,0,133,None
INS-90841,GRN-5432,SUP-002,MAT-102,PLT-05,2025-12-05,115,0,189,None
INS-90842,GRN-5432,SUP-002,MAT-102,PLT-05,2025-12-05,116,0,88,None
INS-90843,GRN-5433,SUP-003,MAT-103,PLT-03,2025-11-30,161,0,637,None
INS-90844,GRN-5433,SUP-003,MAT-103,PLT-03,2025-11-30,161,0,497,None
INS-90845,GRN-5433,SUP-003,MAT-103,PLT-03,2025-11-30,161,0,477,None
INS-90846,GRN-5434,SUP-003,MAT-103,PLT-01,2025-12-14,77,0,688,None
INS-90847,GRN-5434,SUP-003,MAT-103,PLT-01,2025-12-14,77,0,512,None
INS-90848,GRN-5434,SUP-003,MAT-103,PLT-01,2025-12-14,79,0,364,None
INS-90849,GRN-5435,SUP-003,MAT-103,PLT-03,2025-11-20,64,0,618,None
INS-90850,GRN-5435,SUP-003,MAT-103,PLT-03,2025-11-20,64,0,360,None
INS-90851,GRN-5436,SUP-004,MAT-104,PLT-06,2025-12-11,104,0,458,None
INS-90852,GRN-5436,SUP-004,MAT-104,PLT-06,2025-12-11,104,0,271,None
INS-90853,GRN-5437,SUP-004,MAT-104,PLT-01,2025-11-30,137,0,526,None
INS-90854,GRN-5437,SUP-004,MAT-104,PLT-01,2025-11-30,137,0,436,None
INS-90855,GRN-5437,SUP-004,MAT-104,PLT-01,2025-11-30,139,0,536,None
INS-90856,GRN-5438,SUP-004,MAT-104,PLT-06,2025-11-23,219,0,568,None
INS-90857,GRN-5439,SUP-005,MAT-105,PLT-04,2025-11-26,104,0,876,None
INS-90858,GRN-5439,SUP-005,MAT-105,PLT-04,2025-11-26,105,0,523,None
INS-90859,GRN-5440,SUP-005,MAT-105,PLT-05,2025-12-05,317,0,1953,None
INS-90860,GRN-5441,SUP-005,MAT-105,PLT-03,2025-12-04,50,0,1327,None
INS-90861,GRN-5441,SUP-005,MAT-105,PLT-03,2025-12-04,50,0,1688,None
INS-90862,GRN-5441,SUP-005,MAT-105,PLT-03,2025-12-04,50,0,865,None
INS-90863,GRN-5442,SUP-006,MAT-102,PLT-05,2025-11-18,124,0,410,None
INS-90864,GRN-5442,SUP-006,MAT-102,PLT-05,2025-11-18,124,0,514,None
INS-90865,GRN-5442,SUP-006,MAT-102,PLT-05,2025-11-18,124,0,480,None
INS-90866,GRN-5443,SUP-006,MAT-102,PLT-05,2025-11-27,582,0,392,None
INS-90867,GRN-5444,SUP-006,MAT-102,PLT-03,2025-11-21,198,0,338,None
INS-90868,GRN-5444,SUP-006,MAT-102,PLT-03,2025-11-21,198,0,462,None
INS-90869,GRN-5444,SUP-006,MAT-102,PLT-03,2025-11-21,199,0,469,None
INS-90870,GRN-5445,SUP-006,MAT-102,PLT-02,2025-12-15,157,0,515,None
INS-90871,GRN-5445,SUP-006,MAT-102,PLT-02,2025-12-15,157,0,345,None
INS-90872,GRN-5445,SUP-006,MAT-102,PLT-02,2025-12-15,157,0,356,None
INS-90873,GRN-5446,SUP-007,MAT-101,PLT-02,2025-12-17,269,0,1900,None
INS-90874,GRN-5446,SUP-007,MAT-101,PLT-02,2025-12-17,270,0,415,None
INS-90875,GRN-5447,SUP-007,MAT-101,PLT-06,2025-12-01,186,0,1514,None
INS-90876,GRN-5447,SUP-007,MAT-101,PLT-06,2025-12-01,187,0,1404,None
INS-90877,GRN-5448,SUP-008,MAT-106,PLT-06,2025-12-21,68,0,1260,None
INS-90878,GRN-5448,SUP-008,MAT-106,PLT-06,2025-12-21,68,0,1511,None
INS-90879,GRN-5449,SUP-008,MAT-106,PLT-04,2025-12-07,104,0,762,None
INS-90880,GRN-5450,SUP-009,MAT-108,PLT-02,2025-12-01,1449,6,4315,Moisture
INS-90881,GRN-5451,SUP-009,MAT-107,PLT-03,2025-11-14,469,2,5493,Contamination
INS-90882,GRN-5451,SUP-009,MAT-107,PLT-03,2025-11-14,469,1,2866,Off-spec Chemistry
INS-90883,GRN-5451,SUP-009,MAT-107,PLT-03,2025-11-14,471,0,30,None
INS-90884,GRN-5452,SUP-010,MAT-103,PLT-01,2025-12-05,219,0,941,None
INS-90885,GRN-5453,SUP-010,MAT-103,PLT-03,2025-11-22,164,0,1135,None
INS-90886,GRN-5453,SUP-010,MAT-103,PLT-03,2025-11-22,165,0,1282,None
INS-90887,GRN-5454,SUP-010,MAT-103,PLT-06,2025-11-29,267,0,1995,None
