movement_id,movement_date,plant_id,material_id,movement_type,quantity,unit_of_measure,ref_grn_id
MOV-700635,2025-02-17,PLT-05,MAT-108,Issue,-289.0,KG,
MOV-700636,2025-02-13,PLT-05,MAT-110,Issue,-482.0,KG,
MOV-700637,2025-02-24,PLT-05,MAT-110,Issue,-415.0,KG,
MOV-700638,2025-02-22,PLT-06,MAT-101,Issue,-142.0,MT,
MOV-700639,2025-02-17,PLT-06,MAT-101,Issue,-157.0,MT,
MOV-700640,2025-02-23,PLT-06,MAT-101,Issue,-22.0,MT,
MOV-700641,2025-02-07,PLT-06,MAT-103,Issue,-126.0,MT,
MOV-700642,2025-02-13,PLT-06,MAT-103,Issue,-142.0,MT,
MOV-700643,2025-02-02,PLT-06,MAT-104,Issue,-120.0,MT,
MOV-700644,2025-02-16,PLT-06,MAT-104,Issue,-25.0,MT,
MOV-700645,2025-02-02,PLT-06,MAT-105,Issue,-52.0,MT,
MOV-700646,2025-02-06,PLT-06,MAT-105,Issue,-36.0,MT,
MOV-700647,2025-02-26,PLT-06,MAT-105,Issue,-61.0,MT,
MOV-700648,2025-02-23,PLT-06,MAT-108,Issue,-321.0,KG,
MOV-700649,2025-02-25,PLT-06,MAT-110,Issue,-357.0,KG,
MOV-700650,2025-02-17,PLT-06,MAT-110,Issue,-374.0,KG,
MOV-700651,2025-02-09,PLT-06,MAT-111,Issue,-73.0,MT,
MOV-700652,2025-02-09,PLT-06,MAT-111,Issue,-53.0,MT,
MOV-700653,2025-02-02,PLT-06,MAT-112,Issue,-129.0,MT,
MOV-700654,2025-03-14,PLT-01,MAT-103,Issue,-168.0,MT,
MOV-700655,2025-03-26,PLT-01,MAT-105,Issue,-160.0,MT,
MOV-700656,2025-03-26,PLT-01,MAT-105,Issue,-65.0,MT,
MOV-700657,2025-03-10,PLT-01,MAT-105,Issue,-132.0,MT,
MOV-700658,2025-03-05,PLT-01,MAT-109,Issue,-75.0,EA,
MOV-700659,2025-03-09,PLT-01,MAT-109,Issue,-137.0,EA,
MOV-700660,2025-03-07,PLT-02,MAT-101,Issue,-106.0,MT,
MOV-700661,2025-03-17,PLT-02,MAT-101,Issue,-154.0,MT,
MOV-700662,2025-03-25,PLT-02,MAT-101,Issue,-77.0,MT,
MOV-700663,2025-03-24,PLT-02,MAT-102,Issue,-125.0,MT,
MOV-700664,2025-03-09,PLT-02,MAT-102,Issue,-117.0,MT,
MOV-700665,2025-03-05,PLT-02,MAT-102,Issue,-108.0,MT,
MOV-700666,2025-03-16,PLT-02,MAT-106,Issue,-52.0,MT,
MOV-700667,2025-03-13,PLT-02,MAT-106,Issue,-120.0,MT,
MOV-700668,2025-03-09,PLT-02,MAT-106,Issue,-131.0,MT,
MOV-700669,2025-03-22,PLT-02,MAT-107,Issue,-110.0,KG,
MOV-700670,2025-03-12,PLT-02,MAT-107,Issue,-468.0,KG,
MOV-700671,2025-03-12,PLT-02,MAT-107,Issue,-450.0,KG,
MOV-700672,2025-03-07,PLT-02,MAT-108,Issue,-141.0,KG,
MOV-700673,2025-03-08,PLT-02,MAT-108,Issue,-198.0,KG,
MOV-700674,2025-03-09,PLT-02,MAT-108,Issue,-170.0,KG,
MOV-700675,2025-03-13,PLT-02,MAT-109,Issue,-145.0,EA,
MOV-700676,2025-03-17,PLT-02,MAT-109,Issue,-125.0,EA,
MOV-700677,2025-03-19,PLT-02,MAT-111,Issue,-39.0,MT,
MOV-700678,2025-03-17,PLT-02,MAT-111,Issue,-38.0,MT,
MOV-700679,2025-03-05,PLT-03,MAT-101,Issue,-109.0,MT,
MOV-700680,2025-03-08,PLT-03,MAT-106,Issue,-165.0,MT,
MOV-700681,2025-03-21,PLT-03,MAT-107,Issue,-289.0,KG,
MOV-700682,2025-03-09,PLT-03,MAT-107,Issue,-175.0,KG,
MOV-700683,2025-03-27,PLT-03,MAT-107,Issue,-494.0,KG,
MOV-700684,2025-03-07,PLT-03,MAT-108,Issue,-212.0,KG,
MOV-700685,2025-03-23,PLT-03,MAT-111,Issue,-27.0,MT,
MOV-700686,2025-03-20,PLT-03,MAT-111,Issue,-97.0,MT,
MOV-700687,2025-03-23,PLT-03,MAT-112,Issue,-123.0,MT,
MOV-700688,2025-03-23,PLT-03,MAT-112,Issue,-53.0,MT,
MOV-700689,2025-03-18,PLT-03,MAT-112,Issue,-81.0,MT,
MOV-700690,2025-03-26,PLT-04,MAT-101,Issue,-150.0,MT,
MOV-700691,2025-03-18,PLT-04,MAT-101,Issue,-63.0,MT,
MOV-700692,2025-03-11,PLT-04,MAT-102,Issue,-118.0,MT,
MOV-700693,2025-03-14,PLT-04,MAT-102,Issue,-127.0,MT,
MOV-700694,2025-03-18,PLT-04,MAT-102,Issue,-179.0,MT,
MOV-700695,2025-03-10,PLT-04,MAT-103,Issue,-53.0,MT,
MOV-700696,2025-03-09,PLT-04,MAT-103,Issue,-123.0,MT,
MOV-700697,2025-03-20,PLT-04,MAT-103,Issue,-86.0,MT,
MOV-700698,2025-03-08,PLT-04,MAT-107,Issue,-475.0,KG,
MOV-700699,2025-03-08,PLT-04,MAT-107,Issue,-390.0,KG,
MOV-700700,2025-03-18,PLT-04,MAT-107,Issue,-372.0,KG,
MOV-700701,2025-03-08,PLT-04,MAT-111,Issue,-141.0,MT,
MOV-700702,2025-03-10,PLT-04,MAT-111,Issue,-31.0,MT,
MOV-700703,2025-03-06,PLT-04,MAT-112,Issue,-107.0,MT,
MOV-700704,2025-03-13,PLT-04,MAT-112,Issue,-53.0,MT,
MOV-700705,2025-03-14,PLT-05,MAT-101,Issue,-50.0,MT,
MOV-700706,2025-03-16,PLT-05,MAT-101,Issue,-76.0,MT,
MOV-700707,2025-03-14,PLT-05,MAT-104,Issue,-56.0,MT,
MOV-700708,2025-03-13,PLT-05,MAT-104,Issue,-143.0,MT,
MOV-700709,2025-03-09,PLT-05,MAT-104,Issue,-96.0,MT,
MOV-700710,2025-03-27,PLT-05,MAT-105,Issue,-90.0,MT,
MOV-700711,2025-03-12,PLT-05,MAT-105,Issue,-176.0,MT,
MOV-700712,2025-03-07,PLT-05,MAT-106,Issue,-132.0,MT,
MOV-700713,2025-03-08,PLT-05,MAT-106,Issue,-172.0,MT,
MOV-700714,2025-03-19,PLT-05,MAT-107,Issue,-171.0,KG,
MOV-700715,2025-03-02,PLT-05,MAT-107,Issue,-436.0,KG,
MOV-700716,2025-03-05,PLT-05,MAT-112,Issue,-173.0,MT,
MOV-700717,2025-03-23,PLT-05,MAT-112,Issue,-172.0,MT,
MOV-700718,2025-03-23,PLT-06,MAT-103,Issue,-108.0,MT,
MOV-700719,2025-03-15,PLT-06,MAT-106,Issue,-163.0,MT,
MOV-700720,2025-03-26,PLT-06,MAT-109,Issue,-85.0,EA,
MOV-700721,2025-03-16,PLT-06,MAT-109,Issue,-169.0,EA,
MOV-700722,2025-03-15,PLT-06,MAT-109,Issue,-160.0,EA,
MOV-700723,2025-03-25,PLT-06,MAT-112,Issue,-86.0,MT,
MOV-700724,2025-03-18,PLT-06,MAT-112,Issue,-113.0,MT,
MOV-700725,2025-04-09,PLT-01,MAT-102,Issue,-104.0,MT,
MOV-700726,2025-04-03,PLT-01,MAT-104,Issue,-93.0,MT,
MOV-700727,2025-04-24,PLT-01,MAT-105,Issue,-42.0,MT,
MOV-700728,2025-04-07,PLT-01,MAT-105,Issue,-84.0,MT,
MOV-700729,2025-04-23,PLT-01,MAT-105,Issue,-124.0,MT,
MOV-700730,2025-04-25,PLT-01,MAT-107,Issue,-332.0,KG,
MOV-700731,2025-04-02,PLT-01,MAT-107,Issue,-381.0,KG,
MOV-700732,2025-04-27,PLT-01,MAT-107,Issue,-347.0,KG,
MOV-700733,2025-04-12,PLT-01,MAT-108,Issue,-131.0,KG,
MOV-700734,2025-04-02,PLT-01,MAT-108,Issue,-225.0,KG,
MOV-700735,2025-04-27,PLT-01,MAT-108,Issue,-280.0,KG,
MOV-700736,2025-04-10,PLT-01,MAT-109,Issue,-149.0,EA,
MOV-700737,2025-04-12,PLT-01,MAT-110,Issue,-277.0,KG,
MOV-700738,2025-04-25,PLT-01,MAT-110,Issue,-282.0,KG,
MOV-700739,2025-04-14,PLT-01,MAT-110,Issue,-171.0,KG,
MOV-700740,2025-04-08,PLT-01,MAT-112,Issue,-162.0,MT,
MOV-700741,2025-04-21,PLT-01,MAT-112,Issue,-124.0,MT,
MOV-700742,2025-04-20,PLT-02,MAT-107,Issue,-292.0,KG,
MOV-700743,2025-04-25,PLT-02,MAT-108,Issue,-462.0,KG,
MOV-700744,2025-04-02,PLT-02,MAT-109,Issue,-116.0,EA,
MOV-700745,2025-04-25,PLT-02,MAT-109,Issue,-43.0,EA,
MOV-700746,2025-04-14,PLT-02,MAT-110,Issue,-284.0,KG,
MOV-700747,2025-04-23,PLT-02,MAT-110,Issue,-273.0,KG,
MOV-700748,2025-04-07,PLT-02,MAT-110,Issue,-154.0,KG,
MOV-700749,2025-04-27,PLT-02,MAT-112,Issue,-73.0,MT,
MOV-700750,2025-04-11,PLT-03,MAT-102,Issue,-161.0,MT,
MOV-700751,2025-04-11,PLT-03,MAT-102,Issue,-113.0,MT,
MOV-700752,2025-04-25,PLT-03,MAT-104,Issue,-141.0,MT,
MOV-700753,2025-04-10,PLT-03,MAT-110,Issue,-132.0,KG,
MOV-700754,2025-04-08,PLT-04,MAT-107,Issue,-464.0,KG,
MOV-700755,2025-04-06,PLT-04,MAT-107,Issue,-416.0,KG,
MOV-700756,2025-04-09,PLT-04,MAT-107,Issue,-240.0,KG,
MOV-700757,2025-04-12,PLT-04,MAT-108,Issue,-211.0,KG,
MOV-700758,2025-04-05,PLT-04,MAT-108,Issue,-168.0,KG,
MOV-700759,2025-04-17,PLT-04,MAT-109,Issue,-47.0,EA,
MOV-700760,2025-04-04,PLT-04,MAT-109,Issue,-84.0,EA,
MOV-700761,2025-04-16,PLT-04,MAT-110,Issue,-404.0,KG,
MOV-700762,2025-04-08,PLT-04,MAT-112,Issue,-75.0,MT,
MOV-700763,2025-04-10,PLT-04,MAT-112,Issue,-153.0,MT,
MOV-700764,2025-04-10,PLT-04,MAT-112,Issue,-79.0,MT,
MOV-700765,2025-04-06,PLT-05,MAT-101,Issue,-50.0,MT,
MOV-700766,2025-04-27,PLT-05,MAT-101,Issue,-33.0,MT,
MOV-700767,2025-04-05,PLT-05,MAT-102,Issue,-67.0,MT,
MOV-700768,2025-04-05,PLT-05,MAT-102,Issue,-70.0,MT,
MOV-700769,2025-04-19,PLT-05,MAT-105,Issue,-20.0,MT,
MOV-700770,2025-04-02,PLT-05,MAT-105,Issue,-34.0,MT,
MOV-700771,2025-04-21,PLT-05,MAT-105,Issue,-157.0,MT,
MOV-700772,2025-04-17,PLT-05,MAT-106,Issue,-52.0,MT,
MOV-700773,2025-04-11,PLT-05,MAT-106,Issue,-103.0,MT,
MOV-700774,2025-04-12,PLT-05,MAT-110,Issue,-448.0,KG,
MOV-700775,2025-04-10,PLT-06,MAT-104,Issue,-29.0,MT,
MOV-700776,2025-04-14,PLT-06,MAT-104,Issue,-78.0,MT,
MOV-700777,2025-04-18,PLT-06,MAT-104,Issue,-39.0,MT,
MOV-700778,2025-04-04,PLT-06,MAT-107,Issue,-294.0,KG,
MOV-700779,2025-04-23,PLT-06,MAT-108,Issue,-321.0,KG,
MOV-700780,2025-04-03,PLT-06,MAT-108,Issue,-185.0,KG,
MOV-700781,2025-04-09,PLT-06,MAT-888,Issue,-34.0,EA,
MOV-700782,2025-04-15,PLT-06,MAT-110,Issue,-193.0,KG,
MOV-700783,2025-04-16,PLT-06,MAT-110,Issue,-218.0,KG,
MOV-700784,2025-04-26,PLT-06,MAT-112,Issue,-93.0,MT,
MOV-700785,2025-04-10,PLT-06,MAT-112,Issue,-129.0,MT,
MOV-700786,2025-05-05,PLT-01,MAT-103,Issue,-109.0,MT,
MOV-700787,2025-05-08,PLT-01,MAT-103,Issue,-164.0,MT,
MOV-700788,2025-05-26,PLT-01,MAT-106,Issue,-123.0,MT,
MOV-700789,2025-05-08,PLT-01,MAT-106,Issue,-173.0,MT,
MOV-700790,2025-05-27,PLT-01,MAT-107,Issue,-126.0,KG,
MOV-700791,2025-05-26,PLT-01,MAT-107,Issue,-273.0,KG,
MOV-700792,2025-05-10,PLT-01,MAT-107,Issue,-156.0,KG,
MOV-700793,2025-05-03,PLT-01,MAT-109,Issue,-131.0,EA,
MOV-700794,2025-05-03,PLT-01,MAT-109,Issue,-141.0,EA,
MOV-700795,2025-05-11,PLT-01,MAT-111,Issue,-151.0,MT,
MOV-700796,2025-05-15,PLT-01,MAT-112,Issue,-57.0,MT,
MOV-700797,2025-05-18,PLT-01,MAT-112,Issue,-94.0,MT,
MOV-700798,2025-05-04,PLT-01,MAT-112,Issue,-48.0,MT,
MOV-700799,2025-05-09,PLT-02,MAT-103,Issue,-147.0,MT,
MOV-700800,2025-05-26,PLT-02,MAT-103,Issue,-38.0,MT,
MOV-700801,2025-05-13,PLT-02,MAT-104,Issue,-105.0,MT,
MOV-700802,2025-05-15,PLT-02,MAT-104,Issue,-28.0,MT,
MOV-700803,2025-05-22,PLT-02,MAT-104,Issue,-158.0,MT,
MOV-700804,2025-05-12,PLT-02,MAT-105,Issue,-155.0,MT,
MOV-700805,2025-05-13,PLT-02,MAT-105,Issue,-121.0,MT,
MOV-700806,2025-05-22,PLT-02,MAT-106,Issue,-103.0,MT,
MOV-700807,2025-05-14,PLT-02,MAT-106,Issue,-144.0,MT,
MOV-700808,2025-05-13,PLT-02,MAT-106,Issue,-92.0,MT,
MOV-700809,2025-05-11,PLT-02,MAT-107,Issue,-118.0,KG,
MOV-700810,2025-05-20,PLT-02,MAT-107,Issue,-290.0,KG,
MOV-700811,2025-05-23,PLT-02,MAT-110,Issue,-280.0,KG,
MOV-700812,2025-05-17,PLT-02,MAT-110,Issue,-222.0,KG,
MOV-700813,2025-05-14,PLT-02,MAT-112,Issue,-66.0,MT,
MOV-700814,2025-05-03,PLT-02,MAT-112,Issue,-62.0,MT,
MOV-700815,2025-05-17,PLT-03,MAT-102,Issue,-78.0,MT,
MOV-700816,2025-05-12,PLT-03,MAT-102,Issue,-68.0,MT,
MOV-700817,2025-05-19,PLT-03,MAT-103,Issue,-111.0,MT,
MOV-700818,2025-05-02,PLT-03,MAT-103,Issue,-64.0,MT,
MOV-700819,2025-05-21,PLT-03,MAT-103,Issue,-65.0,MT,
MOV-700820,2025-05-26,PLT-03,MAT-105,Issue,-71.0,MT,
MOV-700821,2025-05-20,PLT-03,MAT-105,Issue,-85.0,MT,
MOV-700822,2025-05-02,PLT-03,MAT-105,Issue,-91.0,MT,
MOV-700823,2025-05-26,PLT-03,MAT-108,Issue,-351.0,KG,
MOV-700824,2025-05-16,PLT-03,MAT-109,Issue,-121.0,EA,
MOV-700825,2025-05-10,PLT-03,MAT-111,Issue,-101.0,MT,
MOV-700826,2025-05-18,PLT-03,MAT-111,Issue,-130.0,MT,
MOV-700827,2025-05-12,PLT-03,MAT-111,Issue,-132.0,MT,
MOV-700828,2025-05-16,PLT-03,MAT-112,Issue,-130.0,MT,
MOV-700829,2025-05-27,PLT-04,MAT-104,Issue,-149.0,MT,
MOV-700830,2025-05-22,PLT-04,MAT-104,Issue,-163.0,MT,
MOV-700831,2025-05-20,PLT-04,MAT-104,Issue,-83.0,MT,
MOV-700832,2025-05-20,PLT-04,MAT-105,Issue,-156.0,MT,
MOV-700833,2025-05-24,PLT-04,MAT-105,Issue,-128.0,MT,
MOV-700834,2025-05-25,PLT-04,MAT-106,Issue,-147.0,MT,
MOV-700835,2025-05-13,PLT-04,MAT-108,Issue,-269.0,KG,
MOV-700836,2025-05-21,PLT-04,MAT-109,Issue,-168.0,EA,
MOV-700837,2025-05-19,PLT-04,MAT-111,Issue,-108.0,MT,
MOV-700838,2025-05-18,PLT-04,MAT-111,Issue,-33.0,MT,
MOV-700839,2025-05-04,PLT-05,MAT-101,Issue,-166.0,MT,
MOV-700840,2025-05-15,PLT-05,MAT-104,Issue,-20.0,MT,
MOV-700841,2025-05-17,PLT-05,MAT-104,Issue,-109.0,MT,
MOV-700842,2025-05-24,PLT-05,MAT-105,Issue,-162.0,MT,
MOV-700843,2025-05-03,PLT-05,MAT-105,Issue,-149.0,MT,
MOV-700844,2025-05-04,PLT-05,MAT-105,Issue,-91.0,MT,
MOV-700845,2025-05-11,PLT-05,MAT-106,Issue,-112.0,MT,
MOV-700846,2025-05-18,PLT-05,MAT-107,Issue,-416.0,KG,
MOV-700847,2025-05-14,PLT-05,MAT-109,Issue,-171.0,EA,
MOV-700848,2025-05-14,PLT-05,MAT-109,Issue,-34.0,EA,
MOV-700849,2025-05-11,PLT-05,MAT-109,Issue,-92.0,EA,
MOV-700850,2025-05-18,PLT-05,MAT-110,Issue,-217.0,KG,
MOV-700851,2025-05-07,PLT-05,MAT-112,Issue,-89.0,MT,
MOV-700852,2025-05-15,PLT-05,MAT-112,Issue,-138.0,MT,
MOV-700853,2025-05-21,PLT-05,MAT-112,Issue,-98.0,MT,
MOV-700854,2025-05-06,PLT-06,MAT-103,Issue,-138.0,MT,
MOV-700855,2025-05-16,PLT-06,MAT-103,Issue,-71.0,MT,
MOV-700856,2025-05-13,PLT-06,MAT-103,Issue,-87.0,MT,
MOV-700857,2025-05-14,PLT-06,MAT-105,Issue,-80.0,MT,
MOV-700858,2025-05-23,PLT-06,MAT-105,Issue,-171.0,MT,
MOV-700859,2025-05-17,PLT-06,MAT-105,Issue,-41.0,MT,
MOV-700860,2025-05-27,PLT-06,MAT-107,Issue,-405.0,KG,
MOV-700861,2025-05-08,PLT-06,MAT-107,Issue,-367.0,KG,
MOV-700862,2025-05-14,PLT-06,MAT-108,Issue,-366.0,KG,
MOV-700863,2025-05-04,PLT-06,MAT-109,Issue,-83.0,EA,
MOV-700864,2025-05-21,PLT-06,MAT-109,Issue,-182.0,EA,
MOV-700865,2025-05-14,PLT-06,MAT-110,Issue,-367.0,KG,
MOV-700866,2025-05-20,PLT-06,MAT-110,Issue,-302.0,KG,
MOV-700867,2025-05-15,PLT-06,MAT-111,Issue,-166.0,MT,
MOV-700868,2025-05-16,PLT-06,MAT-111,Issue,-153.0,MT,
MOV-700869,2025-05-06,PLT-06,MAT-111,Issue,-117.0,MT,
MOV-700870,2025-06-25,PLT-01,MAT-102,Issue,-97.0,MT,
MOV-700871,2025-06-13,PLT-01,MAT-103,Issue,-70.0,MT,
MOV-700872,2025-06-27,PLT-01,MAT-103,Issue,-43.0,MT,
MOV-700873,2025-06-15,PLT-01,MAT-103,Issue,-139.0,MT,
MOV-700874,2025-06-05,PLT-01,MAT-104,Issue,-63.0,MT,
MOV-700875,2025-06-26,PLT-01,MAT-105,Issue,-86.0,MT,
MOV-700876,2025-06-26,PLT-01,MAT-105,Issue,-108.0,MT,
MOV-700877,2025-06-26,PLT-01,MAT-106,Issue,-165.0,MT,
MOV-700878,2025-06-17,PLT-01,MAT-106,Issue,-122.0,MT,
MOV-700879,2025-06-06,PLT-01,MAT-106,Issue,-70.0,MT,
MOV-700880,2025-06-27,PLT-01,MAT-108,Issue,-217.0,KG,
MOV-700881,2025-06-15,PLT-01,MAT-108,Issue,-365.0,KG,
MOV-700882,2025-06-24,PLT-01,MAT-108,Issue,-259.0,KG,
MOV-700883,2025-06-10,PLT-01,MAT-110,Issue,-362.0,KG,
MOV-700884,2025-06-26,PLT-01,MAT-110,Issue,-323.0,KG,
MOV-700885,2025-06-16,PLT-01,MAT-111,Issue,-129.0,MT,
MOV-700886,2025-06-23,PLT-01,MAT-112,Issue,-111.0,MT,
MOV-700887,2025-06-11,PLT-01,MAT-112,Issue,-23.0,MT,
MOV-700888,2025-06-08,PLT-02,MAT-102,Issue,-143000.0,MT,
MOV-700889,2025-06-04,PLT-02,MAT-103,Issue,-137.0,MT,
MOV-700890,2025-06-17,PLT-02,MAT-104,Issue,-119.0,MT,
MOV-700891,2025-06-06,PLT-02,MAT-104,Issue,-110.0,MT,
MOV-700892,2025-06-23,PLT-02,MAT-108,Issue,-153.0,KG,
MOV-700893,2025-06-18,PLT-02,MAT-108,Issue,-190.0,KG,
MOV-700894,2025-06-23,PLT-02,MAT-112,Issue,-75.0,MT,
MOV-700895,2025-06-08,PLT-03,MAT-106,Issue,-67.0,MT,
MOV-700896,2025-06-22,PLT-03,MAT-106,Issue,-79.0,MT,
MOV-700897,2025-06-07,PLT-03,MAT-107,Issue,-489.0,KG,
MOV-700898,2025-06-10,PLT-03,MAT-108,Issue,-136.0,KG,
MOV-700899,2025-06-16,PLT-03,MAT-109,Issue,-31.0,EA,
MOV-700900,2025-06-26,PLT-03,MAT-110,Issue,-336.0,KG,
MOV-700901,2025-06-11,PLT-03,MAT-110,Issue,-128.0,KG,
MOV-700902,2025-06-15,PLT-04,MAT-101,Issue,-80.0,MT,
MOV-700903,2025-06-12,PLT-04,MAT-103,Issue,-76.0,MT,
MOV-700904,2025-06-06,PLT-04,MAT-103,Issue,-65.0,MT,
MOV-700905,2025-06-02,PLT-04,MAT-103,Issue,-99.0,MT,
MOV-700906,2025-06-17,PLT-04,MAT-105,Issue,-113.0,MT,
MOV-700907,2025-06-25,PLT-04,MAT-105,Issue,-107.0,MT,
MOV-700908,2025-06-16,PLT-04,MAT-106,Issue,-113.0,MT,
MOV-700909,2025-06-27,PLT-04,MAT-107,Issue,-298.0,KG,
MOV-700910,2025-06-14,PLT-04,MAT-108,Issue,-125.0,KG,
MOV-700911,2025-06-12,PLT-04,MAT-112,Issue,-131.0,MT,
MOV-700912,2025-06-24,PLT-04,MAT-112,Issue,-146.0,MT,
MOV-700913,2025-06-04,PLT-04,MAT-112,Issue,-124.0,MT,
MOV-700914,2025-06-06,PLT-05,MAT-101,Issue,-65.0,MT,
MOV-700915,2025-06-05,PLT-05,MAT-101,Issue,-99.0,MT,
MOV-700916,2025-06-26,PLT-05,MAT-101,Issue,-166.0,MT,
MOV-700917,2025-06-24,PLT-05,MAT-102,Issue,-77.0,MT,
MOV-700918,2025-06-02,PLT-05,MAT-102,Issue,-119.0,MT,
MOV-700919,2025-06-10,PLT-05,MAT-103,Issue,-163.0,MT,
MOV-700920,2025-06-11,PLT-05,MAT-104,Issue,-76.0,MT,
MOV-700921,2025-06-21,PLT-05,MAT-104,Issue,-160.0,MT,
MOV-700922,2025-06-10,PLT-05,MAT-104,Issue,-73.0,MT,
MOV-700923,2025-06-03,PLT-05,MAT-105,Issue,-50.0,MT,
MOV-700924,2025-06-12,PLT-05,MAT-105,Issue,-147.0,MT,
MOV-700925,2025-06-17,PLT-05,MAT-105,Issue,-145.0,MT,
MOV-700926,2025-06-27,PLT-05,MAT-106,Issue,-153.0,MT,
MOV-700927,2025-06-23,PLT-05,MAT-108,Issue,-333.0,KG,
MOV-700928,2025-06-05,PLT-05,MAT-108,Issue,-393.0,KG,
MOV-700929,2025-06-18,PLT-05,MAT-108,Issue,-390.0,KG,
MOV-700930,2025-06-21,PLT-05,MAT-110,Issue,-250.0,KG,
MOV-700931,2025-06-06,PLT-06,MAT-888,Issue,-87.0,MT,
MOV-700932,2025-06-20,PLT-06,MAT-102,Issue,-23.0,MT,
MOV-700933,2025-06-13,PLT-06,MAT-102,Issue,-93.0,MT,
MOV-700934,2025-06-20,PLT-06,MAT-108,Issue,-168.0,KG,
MOV-700935,2025-06-05,PLT-06,MAT-110,Issue,-298.0,KG,
MOV-700936,2025-06-23,PLT-06,MAT-110,Issue,-420.0,KG,
MOV-700937,2025-06-22,PLT-06,MAT-112,Issue,-45.0,MT,
MOV-700938,2025-06-04,PLT-06,MAT-112,Issue,-57.0,MT,
MOV-700939,2025-06-10,PLT-06,MAT-112,Issue,-48.0,MT,
MOV-700940,2025-07-23,PLT-01,MAT-101,Issue,,MT,
MOV-700941,2025-07-26,PLT-01,MAT-102,Issue,-142.0,MT,
MOV-700942,2025-07-20,PLT-01,MAT-105,Issue,-121.0,MT,
MOV-700943,2025-07-06,PLT-01,MAT-105,Issue,-178.0,MT,
MOV-700944,2025-07-26,PLT-01,MAT-105,Issue,-131.0,MT,
MOV-700945,2025-07-10,PLT-01,MAT-107,Issue,-466.0,KG,
MOV-700946,2025-07-21,PLT-01,MAT-107,Issue,-166.0,KG,
MOV-700947,2025-07-25,PLT-01,MAT-109,Issue,-86.0,EA,
MOV-700948,2025-07-25,PLT-01,MAT-110,Issue,-365.0,KG,
MOV-700949,2025-07-25,PLT-01,MAT-110,Issue,-342.0,KG,
MOV-700950,2025-07-06,PLT-01,MAT-110,Issue,-204.0,KG,
MOV-700951,2025-07-02,PLT-01,MAT-111,Issue,-140.0,MT,
MOV-700952,2025-07-02,PLT-01,MAT-112,Issue,-23.0,MT,
MOV-700953,2025-07-27,PLT-01,MAT-112,Issue,-52.0,MT,
MOV-700954,2025-07-24,PLT-02,MAT-103,Issue,-101.0,MT,
MOV-700955,2025-07-21,PLT-02,MAT-103,Issue,-61.0,MT,
MOV-700956,2025-07-20,PLT-02,MAT-104,Issue,-156.0,MT,
MOV-700957,2025-07-17,PLT-02,MAT-104,Issue,-97.0,MT,
MOV-700958,2025-07-03,PLT-02,MAT-104,Issue,-171.0,MT,
MOV-700959,2025-07-08,PLT-02,MAT-109,Issue,-61.0,EA,
MOV-700960,2025-07-26,PLT-02,MAT-110,Issue,-354.0,KG,
MOV-700961,2025-07-07,PLT-02,MAT-111,Issue,-36.0,MT,
MOV-700962,2025-07-07,PLT-02,MAT-111,Issue,-113.0,MT,
MOV-700963,2025-07-06,PLT-03,MAT-101,Issue,-140.0,MT,
MOV-700964,2025-07-04,PLT-03,MAT-103,Issue,-56.0,MT,
MOV-700965,2025-07-24,PLT-03,MAT-103,Issue,-144.0,MT,
MOV-700966,2025-07-07,PLT-03,MAT-104,Issue,-105.0,MT,
MOV-700967,2025-07-02,PLT-03,MAT-105,Issue,-29.0,MT,
MOV-700968,2025-07-05,PLT-03,MAT-105,Issue,-111.0,MT,
MOV-700969,2025-07-17,PLT-03,MAT-106,Issue,-38.0,MT,
MOV-700970,2025-07-14,PLT-03,MAT-109,Issue,-165.0,EA,
MOV-700971,2025-07-02,PLT-03,MAT-110,Issue,-376.0,KG,
MOV-700972,2025-07-18,PLT-03,MAT-111,Issue,-101.0,MT,
MOV-700973,2025-07-23,PLT-03,MAT-111,Issue,-155.0,MT,
MOV-700974,2025-07-09,PLT-03,MAT-112,Issue,-101.0,MT,
MOV-700975,2025-07-02,PLT-03,MAT-112,Issue,-130.0,MT,
MOV-700976,2025-07-26,PLT-03,MAT-112,Issue,-35.0,MT,
MOV-700977,2025-07-12,PLT-04,MAT-101,Issue,-82.0,MT,
MOV-700978,2025-07-07,PLT-04,MAT-101,Issue,-169.0,MT,
MOV-700979,2025-07-06,PLT-04,MAT-102,Issue,-83.0,MT,
MOV-700980,2025-07-04,PLT-04,MAT-104,Issue,-52.0,MT,
MOV-700981,2025-07-18,PLT-04,MAT-109,Issue,-65.0,EA,
MOV-700982,2025-07-04,PLT-04,MAT-110,Issue,-173.0,KG,
MOV-700983,2025-07-23,PLT-04,MAT-110,Issue,-412.0,KG,
MOV-700984,2025-07-24,PLT-05,MAT-102,Issue,-137.0,MT,
MOV-700985,2025-07-22,PLT-05,MAT-104,Issue,-142.0,MT,
MOV-700986,2025-07-14,PLT-05,MAT-104,Issue,-155.0,MT,
MOV-700987,2025-07-10,PLT-05,MAT-105,Issue,-142.0,MT,
MOV-700988,2025-07-06,PLT-05,MAT-106,Issue,-88.0,MT,
MOV-700989,2025-07-10,PLT-05,MAT-106,Issue,-25.0,MT,
MOV-700990,2025-07-17,PLT-05,MAT-106,Issue,-85.0,MT,
MOV-700991,2025-07-16,PLT-05,MAT-108,Issue,-279.0,KG,
